priority,sourceUrl,suggestedLocalPath,currentSourceFile,affectedRulesCount,exampleRules,classification,nextAction
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/artificer-article","data\HTML BONFIRE\classes\Artificer in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Artificer in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/barbaro-article","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bárbaro in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/bardo-article","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Bardo in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/cacador-article","data\HTML BONFIRE\classes\Caçador in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Caçador in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/clerigo-article","data\HTML BONFIRE\classes\Clérigo in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Clérigo in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/druida-article","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Druida in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/feiticeiro-article","data\HTML BONFIRE\classes\Feiticeiro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Feiticeiro in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/guerreiro-article","data\HTML BONFIRE\classes\Guerreiro in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Guerreiro in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/ladino-article","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Ladino in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/mago-article","data\HTML BONFIRE\classes\Mago in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Mago in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/mistico-article","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Místico in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/monge-article","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Monge in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
"","https://www.worldanvil.com/w/bonfire-tales-rpg-bonfire-tales/a/paladino-article","data\HTML BONFIRE\classes\Paladino in Bonfire Tales RPG _ World Anvil.html","data\HTML BONFIRE\classes\Paladino in Bonfire Tales RPG _ World Anvil.html","6","Development | EVENTS | Our Shop | REACHING OUT | Resources","structural-noise-ignore","ignore"
